id,Date,Title,acf_musico_nombre_artistico,acf_musico_provincia,acf_musico_tipo,acf_musico_formatos_disponibles,acf_musico_precio_minimo_dj,acf_musico_coste_hora_extra_dj,acf_musico_precio_minimo_solista,acf_musico_coste_hora_extra_solista,acf_musico_precio_minimo_duo,acf_musico_coste_hora_extra_duo,acf_musico_precio_minimo_trio,acf_musico_coste_hora_extra_trio,acf_musico_precio_minimo_cuarteto,acf_musico_coste_hora_extra_cuarteto,acf_musico_precio_minimo_conjunto,acf_musico_coste_hora_extra_conjunto,acf_musico_precio_minimo_banda_bateria,acf_musico_coste_hora_extra_banda_bateria,acf_musico_genero_musical,acf_musico_url_youtube_1,acf_musico_url_youtube_2,acf_musico_url_youtube_3,acf_musico_titulo_youtube_4,acf_musico_titulo_youtube_5,acf_musico_repertorio_completo,estados músico,Nº CONTRATACIONES,Author ID
9016,2022-03-22,Sonido Cubico,Sonido Cubico,Sevilla,DJ,a:0:{},250,80,,,,,,,,,,,,,"a:10:{i:0;s:7:""Bachata"";i:1;s:8:""Clásica"";i:2;s:5:""Dance"";i:3;s:5:""Disco"";i:4;s:11:""Electronica"";i:5;s:11:""Flamenquito"";i:6;s:5:""House"";i:7;s:9:""Reggeaton"";i:8;s:5:""Rumba"";i:9;s:5:""Otros"";}",,,,,,,Completo,0,627
9022,2022-03-23,Duve,Duve,Madrid,DJ,a:0:{},100,50,,,,,,,,,,,,,"a:8:{i:0;s:5:""Dance"";i:1;s:10:""Deep House"";i:2;s:5:""Disco"";i:3;s:12:""Drum 'n bass"";i:4;s:7:""Dubstep"";i:5;s:3:""EDM"";i:6;s:11:""Electronica"";i:7;s:9:""Reggeaton"";}",https://youtube.com/c/DuveOfficial,,,,,,Completo,0,628
9023,2022-03-23,Dj Luijan,Dj Luijan,Sevilla,DJ,a:0:{},100,30,,,,,,,,,,,,,"a:4:{i:0;s:11:""Electronica"";i:1;s:11:""Flamenquito"";i:2;s:9:""Reggeaton"";i:3;s:4:""Trap"";}",,,,,,,Completo,0,629
9034,2022-03-23,Pedro martin,Pedro martin,Ciudad Real,DJ,a:0:{},100,50,,,,,,,,,,,,,"a:15:{i:0;s:7:""Bachata"";i:1;s:7:""Comedia"";i:2;s:9:""Chill out"";i:3;s:5:""Dance"";i:4;s:10:""Deep House"";i:5;s:5:""Disco"";i:6;s:3:""EDM"";i:7;s:11:""Electronica"";i:8;s:11:""Flamenquito"";i:9;s:5:""House"";i:10;s:8:""Merengue"";i:11;s:9:""Reggeaton"";i:12;s:5:""Salsa"";i:13;s:6:""Techno"";i:14;s:5:""Otros"";}",,,,,,,Completo,0,630
9036,2022-03-23,Dj Tm,Dj Tm,Málaga,DJ,a:0:{},100,35,,,,,,,,,,,,,"a:6:{i:0;s:11:""Flamenquito"";i:1;s:3:""Pop"";i:2;s:3:""R&B"";i:3;s:9:""Reggeaton"";i:4;s:6:""Techno"";i:5;s:4:""Trap"";}",,,,,,,Completo,0,631
9043,2022-03-23,Carmen Ernestina,Carmen Ernestina,Madrid,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,1200,350,"a:20:{i:0;s:9:""Acústico"";i:1;s:11:""Alternativa"";i:2;s:7:""Bachata"";i:3;s:10:""Bossa Nova"";i:4;s:9:""Chill out"";i:5;s:5:""Dance"";i:6;s:5:""Disco"";i:7;s:5:""Funky"";i:8;s:12:""Instrumental"";i:9;s:6:""Latina"";i:10;s:8:""Merengue"";i:11;s:3:""Pop"";i:12;s:6:""Reggae"";i:13;s:9:""Reggeaton"";i:14;s:4:""Rock"";i:15;s:10:""Romántica"";i:16;s:5:""Samba"";i:17;s:5:""Salsa"";i:18;s:15:""Tributo a banda"";i:19;s:5:""Otros"";}",https://www.youtube.com/watch?v=ZxQBz7gL2eM,https://www.youtube.com/watch?v=eMB9GDqBZRk,https://www.youtube.com/watch?v=VmRJfAVR4wI,,,,Completo,0,633
9068,2022-03-23,AHuertas,AHuertas,Jaén,DJ,a:0:{},50,50,,,,,,,,,,,,,"a:5:{i:0;s:5:""Dance"";i:1;s:10:""Deep House"";i:2;s:3:""EDM"";i:3;s:5:""House"";i:4;s:6:""Techno"";}",,,,,,,Completo,0,459
9075,2022-03-23,Oscar Rapalo,Oscar Rapalo,Madrid,Músico,"a:3:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";}",,,200,100,300,80,400,100,,,,,,,"a:5:{i:0;s:9:""Acústico"";i:1;s:23:""Música actual Español"";i:2;s:3:""Pop"";i:3;s:4:""Rock"";i:4;s:10:""Romántica"";}",https://youtu.be/Z9eNW1TOuP4,https://youtu.be/fzA0lnorLPc,,,,"Por la boca vive el pez - Fito 
La casa por el tejado - Fito 
19 días 500 noches 
No puedo vivir sin ti 
Flaka - Calamaro 
Flaka - jarabe 
Soldadito marinero 
Y es por ti - Juanes 
La camisa negra - Juanes 
A Dios le pido - Juanes 
Maldito duende - héroes 
En algún lugar - ducandu
A un minuto de ti - Ducandu
Antes de ver el sol - Coti 
Turnuedo - Iván 
Mi elixir - tema propio 
No me hace nada bien - tema propio. 
Corazón partió - Sanz 
Para no verte más - la mosca 
Corazón espinado - maná 
Si documentos - Rodríguez 
Mi enfermedad - Rodríguez 
Espuma y arrecife - Vicente García 
Dulcito de coco - Vicente García 
Ataque de las chicas cocodrilo 
Devuélveme a mi chica 
Carolina - M clan 
Terriblemente cruel - Leiva 
Vidas cruzadas - Quique Gonzales 
Princesas - pereza 
El lado oscuro - jarabe 
Agua - jarabe 
Zapatillas - el canto del loco 
Se me olvidó otra vez - maná 
Voy a pasármela bien 
La bamba",Completo,3,638
9087,2022-03-24,Versión Kanalla,Versión Kanalla,Barcelona,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,750,180,"a:2:{i:0;s:3:""Pop"";i:1;s:4:""Rock"";}",https://youtu.be/sLBLnB5twGs,,,,,,Completo,0,518
9155,2022-03-24,Djufor,Djufor,Lugo,DJ,a:0:{},100,50,,,,,,,,,,,,,"a:3:{i:0;s:11:""Electronica"";i:1;s:9:""Reggeaton"";i:2;s:6:""Techno"";}",,,,,,,Completo,0,640
9220,2022-03-24,Minkee,Minkee,Ávila,Músico,"a:1:{i:0;s:7:""Solista"";}",,,165,50,,,,,,,,,,,"a:4:{i:0;s:9:""Acústico"";i:1;s:7:""Karaoke"";i:2;s:3:""Pop"";i:3;s:4:""Rock"";}",https://www.youtube.com/watch?v=eU01_3hXDbI,,,,,"No puedo vivir sin ti - Los Ronaldos
Sweet Caroline - Neil Diamond
Libre - Nino Bravo
We will rock you - Queen
Mi gran noche - Raphael
Quién es ese hombre - Pasión de Gavilanes
I saw her standing there - Beatles
I wish you were here - Pink Floyd
Vida de rico - Camilo
Hallelujah - Leonard Cohen
Always look on the bright side of life - Monty Python
Shallow - Lady Gaga & Bradley Coper
Física o química - Despistaos
Chan chan - Compay Segundo
Lady Madrid - Pereza
Tu calorro - Estopa
Your song - Elton John
Shotgun - George Ezra
Have you ever seen the rain - Credence
Sufre mamón - Hombres G
All you need is love - Beatles
Dancing Queen - ABBA
Sympathy for the devil - Rolling stones
Un velero llamado libertad - Perales
En algún lugar - Duncan Dhu
No llevamos na - Los delincuentes
Al alba - Aute
Que si que - Nuevo Mester de Juglaría
Flaca - Andrés Calamaro
La Flaca - Jarabe de Palo
No me toques las palmas que me conozco - María Isabel
Cuervo Ingenuo - Javier Krahe
Camino Soria - Gabinete Galigari
Cantares - Serrat
Creep - Radiohead
Resistiré - Dúo Dinámico
La luna me sabe a poco - Marea
Me equivocaría otra vez - Fito & Fitipaldis
Vivir sin aire - Maná
Ay pena penita pena - Lola Flores
Lo que el viento se dejó - -Mago de öz
Carolina - MClan
El tren huracán - La Raiz
Pretty woman - Roy Orbison
Himno alegría - Miguel Ríos (Beethoven)
Quiero ser como tú - El libro de la selva
El mundo tras el cristal - La Guardia
Don't worry be happy - Bobby mcFerrin
Cuéntame - Fórmula V
19 días y 500 noches - Joaquín Sabina
Jota de los cabreros - Popular castellana
Noches de bohemia - Navajita Platea
El ritmo del garaje - Loquillo
Muerte en Hawaii - Calle 13
Nunca el tiempo es perdido - Manolo García
Dolores se llamaba Lola - Los Suaves
La senda del tiempo - Celtas Cortos
Porompompero/Clavelitos/Tres veces guapa - La Tuna
Jolene - Dolly Parton
Hace Calor - Los Rodriguez
You Shook me all night long - AC/DC
Another brick on the wall - Pink Floyd
Mi estrella blanca - Fondo Flamenco
Mix Extremoduro
Y nos dieron las 10 - Sabina
Probe Miguel - Triana Pura
La bama/Twist and Shout/Guantanamera
Son ilusiones - Los Chichos
Flojos de pantalón - Rosendo
Medicinal - Los Gandules
Volare - Domenico Modugno
Porque te quiero como el mar - Melendi
Madrecita María del Carmen - Manolo Escobar
The man who sold the world - Nirvana (Bowie)
I want to break free - Queen
Proud Mery - Tina Turner (Credence)
Las chicas son guerreras - Coz
¿Qué hace una chica como tu en un sitio como este? - Burning
You're the one that I want - Grease
Mi agüita amarilla - Toreros muertos
Space Oddity - David Bowie
Blowin' in the wind - Bob Dylan
Bella ciao
Society - Eddie Vedder
The sound of silence - Simon & Garfunkel
Can't help fallin in love with you - Elvis",Completo,0,642
9221,2022-03-24,Dj poleo,Dj poleo,Teruel,DJ,a:0:{},100,50,,,,,,,,,,,,,"a:1:{i:0;s:5:""Disco"";}",https://youtu.be/FqGXNQHB7Ak,,,,,,Completo,0,643
9222,2022-03-24,Meteorito J,Meteorito J,Vizcaya,Músico,"a:2:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";}",,,180,60,250,80,,,,,,,,,"a:4:{i:0;s:9:""Acústico"";i:1;s:5:""Indie"";i:2;s:3:""Pop"";i:3;s:4:""Rock"";}",https://youtu.be/-OOn1rp8BgU,https://youtu.be/woLeCbMYEko,https://youtu.be/RUpyKj0hR74,,,"Streets of Philadelphia (Bruce Springsteen), Losing my religión (REM), a un minuto de ti (Mikel Erentxun), te echo de menos (Kiko veneno), Wild horses (Rolling Stones), here comes the sun (the beatles)",Completo,0,644
9226,2022-03-24,Juanfran,Juanfran,Badajoz,DJ,a:0:{},100,50,,,,,,,,,,,,,"a:4:{i:0;s:11:""Electronica"";i:1;s:6:""HipHop"";i:2;s:5:""House"";i:3;s:9:""Reggeaton"";}",,,,,,,Completo,0,645
9233,2022-03-24,Dj juan el romantico,Dj juan el romantico,Madrid,DJ,a:0:{},100,50,,,,,,,,,,,,,"a:13:{i:0;s:7:""Bachata"";i:1;s:5:""Dance"";i:2;s:5:""Disco"";i:3;s:11:""Electronica"";i:4;s:9:""Hardstyle"";i:5;s:6:""Latina"";i:6;s:8:""Merengue"";i:7;s:9:""Reggeaton"";i:8;s:10:""Romántica"";i:9;s:5:""Rumba"";i:10;s:5:""Salsa"";i:11;s:6:""Techno"";i:12;s:5:""Otros"";}",https://youtu.be/yGQnImX2oWM,,,,,,Completo,0,646
9237,2022-03-25,Danny García,Danny García,Santa Cruz de Tenerife,DJ,a:0:{},100,50,,,,,,,,,,,,,"a:4:{i:0;s:10:""Deep House"";i:1;s:8:""Hardcore"";i:2;s:5:""House"";i:3;s:6:""Techno"";}",,,,,,,Completo,0,647
9239,2022-03-25,DjEduDReina,DjEduDReina,Tarragona,DJ,a:0:{},200,50,,,,,,,,,,,,,"a:13:{i:0;s:5:""Dance"";i:1;s:10:""Deep House"";i:2;s:5:""Disco"";i:3;s:3:""EDM"";i:4;s:11:""Electronica"";i:5;s:5:""House"";i:6;s:6:""Latina"";i:7;s:9:""Reggeaton"";i:8;s:5:""Rumba"";i:9;s:5:""Salsa"";i:10;s:6:""Techno"";i:11;s:6:""Trance"";i:12;s:5:""Otros"";}",,,,,,,Completo,0,649
9287,2022-03-25,Bossa&amp;Swing,Bossa&Swing,Toledo,Músico,"a:6:{i:0;s:7:""Solista"";i:1;s:4:""Dúo"";i:2;s:5:""Trío"";i:3;s:8:""Cuarteto"";i:4;s:27:""Banda/Conjunto sin batería"";i:5;s:18:""Banda con batería"";}",,,250,75,400,80,550,80,700,100,850,150,950,150,"a:4:{i:0;s:9:""Acústico"";i:1;s:5:""Blues"";i:2;s:10:""Bossa Nova"";i:3;s:4:""Jazz"";}",https://www.youtube.com/watch?v=_BzR1HNHBOM,https://www.youtube.com/watch?v=dP225VFuNlI,https://www.youtube.com/watch?v=adEEoLKDHMA,,,"Historia de un amor
Black Orpheus
Quizás Quizás
On the sunny side of the street
All of me
Night and Day
Chan Chan
Manisero
The Days of wine and roses
Somewhere over the rainbow
Stella by starlight
Chica de Ipanema
How Insensitive
La vie en Rose
Alice in wonderland",Completo,0,650
9302,2022-03-25,Frankz Ruiz,Frankz Ruiz,Málaga,DJ,a:0:{},100,50,,,,,,,,,,,,,"a:6:{i:0;s:9:""Chill out"";i:1;s:5:""Dance"";i:2;s:10:""Deep House"";i:3;s:5:""Funky"";i:4;s:3:""Pop"";i:5;s:9:""Reggeaton"";}",https://www.youtube.com/watch?v=s6-AbGkG9NU&ab_channel=TOMMYKIDODJ,https://www.youtube.com/watch?v=SobyOAH381w&ab_channel=DeepMixes,https://www.youtube.com/watch?v=cq2Ef6rvL6g&ab_channel=RelaxChilloutMusic,,,,Completo,0,651
9303,2022-03-25,Serena Black,Serena Black,Cádiz,Músico,"a:1:{i:0;s:4:""Dúo"";}",,,,,520,230,,,,,,,,,"a:4:{i:0;s:5:""Blues"";i:1;s:4:""Jazz"";i:2;s:3:""R&B"";i:3;s:4:""Soul"";}",https://youtu.be/P-nbKMnKxN8,https://youtu.be/FGWHPyg8iuc,https://youtu.be/m09K4E4ov0s,,,"A thousand Years	(Christina Perry)
All of me	(Ella Fitzgerald)
At last	(Etta James)
Back to black	(Amy Winehouse)
Bad Romance	(Lady Gaga)
Can't take my eyes off you	(Lauryn Hill)
Dream A Little Dream Of Me	(Ella Fitzgerald & Louis Arsmstrong)
Everybody loves somebody sometimes	(Dinah Washington)
Feeling good	(Michael Bublé / Nina Simone)
Fever	(Peggy Lee)
Fly me to the moon	(Diana Krall)
Hello	(Adele)
Hit the Road Jack	(Ray Charles)
How could an angel break my heart	(Toni Braxton & Babyface)
I put a spell on you	(Annie Lenox)
I will survive	(Gloria Gaynor)
I'd rather go blind	(Etta James)
It's a man's world	(James Brown)
Killing me softly	(The Fugees)
Kiss	(Tom Jones)
Love me or leave me	(Nina Simone)
Mack The Knife	(Ella Fitzgerald)
Mad about the boy	(Dinah Washington)
Mercy	(Duffy)
Misty	(Ella Fitzgerald)
My baby just cares for me	(Nina Simone)
Over the rainbow	(Sarah Vaughan)
Rise like a Phoenix	(Conchita Wurst)
Rolling in the deep	(Adele)
Sex bomb	(Tom Jones)
Something stupid	(Frank & Nancy Sinatra)
Stand by me	(Ben E. King)
Summertime	(Ella Fitzgerald)
This is me	(BSO ""El Gran Showman"")
Unchained melody	(The Righteous Brothers)
What a wonderful world	(Louis Armstrong)
Whatever Lola wants	(Nina Simone)
What's your sign	(Gloria Gaynor)
You gotta be	(Des'Ree)",Completo,0,652
9306,2022-03-25,Dj Rogosa,Dj Rogosa,Madrid,DJ,a:0:{},300,50,,,,,,,,,,,,,"a:4:{i:0;s:9:""Hardstyle"";i:1;s:5:""House"";i:2;s:9:""Reggeaton"";i:3;s:6:""Techno"";}",,,,,,,Completo,0,653
9326,2022-03-25,dj taxin,dj taxin,Valladolid,DJ,a:0:{},100,50,,,,,,,,,,,,,"a:7:{i:0;s:7:""Dubstep"";i:1;s:3:""EDM"";i:2;s:11:""Electronica"";i:3;s:9:""Hardstyle"";i:4;s:5:""House"";i:5;s:6:""Techno"";i:6;s:4:""Trap"";}",,,,,,,Completo,0,654
9364,2022-03-25,Big char$,Big char$,Madrid,Músico,"a:1:{i:0;s:4:""Dúo"";}",,,,,300,70,,,,,,,,,"a:3:{i:0;s:6:""HipHop"";i:1;s:3:""Rap"";i:2;s:4:""Trap"";}",https://youtu.be/JGIXUfNCgDw,https://youtu.be/9GAEQ4HvJak,,,,,Completo,0,655
9366,2022-03-25,Alvaro,Alvaro,Barcelona,Músico,"a:1:{i:0;s:7:""Solista"";}",,,150,50,,,,,,,,,,,"a:3:{i:0;s:9:""Chill out"";i:1;s:12:""Instrumental"";i:2;s:4:""Jazz"";}",https://youtu.be/uR9UGg59p0k,https://youtu.be/A_Hp9_iU8Gc,https://youtu.be/8RI2lrTQBTg,,,"Tune- up (Miles Davis ) 
it never entered my mind (Richard Rodgers)
Take a train (Duke Ellington)
Satin Doll (Duke Ellington) 
Autumn Leaves ( Joseph Kosma )
Four (Miles Davis)
Take Five ( Dave Broubeck) 
All Blues ( Miles Davis )
So what (MIles Davis) 
Stella by starlight (Victor Young)
Take a train (Duke Ellington)
Better get in your soul (Charles Mingus)
Blues for alice (Charlie Parker)
Maiden voyage (Herbie Hancock)
Fragmentos de Fragmentos ( Alvaro Troncoso)
Vandaag Parte I ( Alvaro troncoso)
Pinza temporal ( Alvaro troncoso)
Hank skorpio chill out ( Alvaro troncoso)
Delta PLus ( Alvaro troncoso )",Completo,0,656
9370,2022-03-26,Joan Zenit,Joan Zenit,Barcelona,DJ,,500,100,,,,,,,,,,,,,"a:8:{i:0;s:7:""Bachata"";i:1;s:9:""Hard Rock"";i:2;s:6:""Latina"";i:3;s:4:""Rock"";i:4;s:10:""Romántica"";i:5;s:5:""Rumba"";i:6;s:5:""Salsa"";i:7;s:15:""Tributo a banda"";}",https://youtu.be/0ckYzu3Ngrs,,,,,,Completo,0,0
9371,2022-03-26,Djcharly,Djcharly,Barcelona,DJ,a:0:{},100,80,,,,,,,,,,,,,"a:3:{i:0;s:7:""Bachata"";i:1;s:11:""Flamenquito"";i:2;s:9:""Reggeaton"";}",,,,,,,Completo,0,660
9372,2022-03-26,Raul Duran dj,Raul Duran dj,Valencia,DJ,a:0:{},150,50,,,,,,,,,,,,,"a:8:{i:0;s:11:""Flamenquito"";i:1;s:5:""House"";i:2;s:5:""Indie"";i:3;s:6:""Latina"";i:4;s:3:""Pop"";i:5;s:9:""Reggeaton"";i:6;s:4:""Rock"";i:7;s:6:""Techno"";}",https://youtube.com/shorts/UD1NZl36qPg?feature=share,https://youtu.be/DoR8-sVnJ3U,https://youtu.be/B10F19ZUz6g,,,"Fito y los Fitipaldis, Estopa, El Barrio, Don Omar, Bad Bunny, Rosalía, Romeo Santos, Melendi, Farruko, Izal, La La Love...
Latin, Remember, Indie, Rock, Todo mezclado para que no pares de cantar y bailar",Completo,0,661
9375,2022-03-26,Miri’s Way,Miri’s Way,Barcelona,Músico,"a:2:{i:0;s:4:""Dúo"";i:1;s:18:""Banda con batería"";}",,,,,150,70,,,,,,,300,150,"a:2:{i:0;s:3:""Pop"";i:1;s:4:""Rock"";}",https://youtu.be/6aHcD9O0OOo,https://youtu.be/Bf67kgOcsqc,https://youtu.be/D86RVyV2CKY,,,Pop nacional e internacional de temas conocidos por todos,Completo,2,663
9376,2022-03-26,Djslimdaze,Djslimdaze,Vizcaya,DJ,a:0:{},470,150,,,,,,,,,,,,,"a:10:{i:0;s:7:""Bachata"";i:1;s:10:""Deep House"";i:2;s:6:""HipHop"";i:3;s:6:""Latina"";i:4;s:3:""Pop"";i:5;s:3:""R&B"";i:6;s:3:""Rap"";i:7;s:6:""Reggae"";i:8;s:9:""Reggeaton"";i:9;s:4:""Trap"";}",,,,,,,Completo,0,665
9377,2022-03-26,Negro Mate,Negro Mate,Sevilla,Músico,"a:1:{i:0;s:18:""Banda con batería"";}",,,,,,,,,,,,,700,180,"a:1:{i:0;s:4:""Rock"";}",https://youtu.be/KRVL_4NLai0,https://www.youtube.com/watch?v=Xcu9U1lj02Q,https://youtu.be/obFQ7CeOuKQ,,,,Completo,0,666
9378,2022-03-26,Cameloflex,Cameloflex,Madrid,DJ,a:0:{},500,100,,,,,,,,,,,,,"a:13:{i:0;s:7:""Bachata"";i:1;s:5:""Dance"";i:2;s:5:""Disco"";i:3;s:12:""Drum 'n bass"";i:4;s:3:""EDM"";i:5;s:11:""Electronica"";i:6;s:8:""Hardcore"";i:7;s:5:""House"";i:8;s:6:""Latina"";i:9;s:8:""Merengue"";i:10;s:9:""Reggeaton"";i:11;s:5:""Salsa"";i:12;s:6:""Techno"";}",,,,,,,Completo,0,667
9381,2022-03-27,RadioBrothers,RadioBrothers,Baleares,DJ,a:0:{},50,50,,,,,,,,,,,,,"a:4:{i:0;s:5:""Dance"";i:1;s:3:""EDM"";i:2;s:9:""Reggeaton"";i:3;s:5:""Otros"";}",,,,,,,Completo,0,668
9382,2022-03-27,Dj Greña,Dj Greña,Madrid,DJ,a:0:{},150,60,,,,,,,,,,,,,"a:11:{i:0;s:7:""Bachata"";i:1;s:11:""Electronica"";i:2;s:5:""House"";i:3;s:7:""Karaoke"";i:4;s:6:""Latina"";i:5;s:8:""Merengue"";i:6;s:3:""Rap"";i:7;s:9:""Reggeaton"";i:8;s:5:""Salsa"";i:9;s:4:""Trap"";i:10;s:5:""Otros"";}",https://youtu.be/fJDWb-DPNZY,https://youtu.be/YKXP7WFLsWA,,,,,Completo,0,669
9383,2022-03-27,TANI JIMENEZ,TANI JIMENEZ,Córdoba,DJ,a:0:{},300,50,,,,,,,,,,,,,"a:4:{i:0;s:5:""House"";i:1;s:6:""Latina"";i:2;s:3:""Pop"";i:3;s:4:""Rock"";}",,,,,,,Completo,0,0
9385,2022-03-27,Bitlord,Bitlord,Albacete,Músico,"a:1:{i:0;s:7:""Solista"";}",,,300,50,,,,,,,,,,,"a:1:{i:0;s:12:""Instrumental"";}",,,,,,,Completo,0,671
9387,2022-03-27,Alba Royu,Alba Royu,Vizcaya,DJ,a:0:{},65,50,,,,,,,,,,,,,"a:8:{i:0;s:12:""Drum 'n bass"";i:1;s:11:""Electronica"";i:2;s:8:""Hardcore"";i:3;s:9:""Hardstyle"";i:4;s:3:""Pop"";i:5;s:4:""Rock"";i:6;s:6:""Techno"";i:7;s:4:""Trap"";}",,,,,,,Completo,0,672
9388,2022-03-28,Anthony belth,Anthony belth,Barcelona,DJ,,100,50,,,,,,,,,,,,,"a:12:{i:0;s:3:""EDM"";i:1;s:11:""Electronica"";i:2;s:5:""Funky"";i:3;s:9:""Hardstyle"";i:4;s:5:""House"";i:5;s:5:""Indie"";i:6;s:5:""Metal"";i:7;s:8:""Nu-Disco"";i:8;s:12:""Psicodélico"";i:9;s:6:""Techno"";i:10;s:6:""Trance"";i:11;s:5:""Otros"";}",,,,,,"Techno
House
Deep house
Hardtechno
Techouse
Funky house
Disco
Trance
Big room
EDM
Psytrance
Minimal
Lounge
Chill out
Bossa nova
Poky
Eurodance
Hardpsy",Completo,0,673
9389,2022-03-28,Cerrado por derribo tributo a Sabina,Cerrado por derribo tributo a Sabina,Barcelona,Músico,"a:2:{i:0;s:5:""Trío"";i:1;s:18:""Banda con batería"";}",,,,,,,600,100,,,,,1200,180,"a:1:{i:0;s:15:""Tributo a banda"";}",https://youtu.be/Uow4CjXKOMQ,https://youtu.be/a-dNFC0sO5U,https://youtu.be/kVylKSDL670,,,"Selección de canciones del repertorio de Sabina. Un repertorio de dos horas de show que incluyen canciones como, 19 dias y 500 noches, princesa, Pacto entre caballeros, La del pirata cojo, Donde habita el olvido...",Completo,0,505
9394,2022-03-28,DJNAVARRO,DJNAVARRO,Alicante,DJ,a:0:{},100,50,,,,,,,,,,,,,"a:6:{i:0;s:7:""Bachata"";i:1;s:9:""Chill out"";i:2;s:10:""Deep House"";i:3;s:3:""EDM"";i:4;s:9:""Reggeaton"";i:5;s:6:""Techno"";}",https://www.youtube.com/channel/UCXR0ZNmauiwTV_fNyXQRdgQ,,,,,,Completo,0,675
9396,2022-03-28,Torralbadj,Torralbadj,Sevilla,DJ,a:0:{},100,90,,,,,,,,,,,,,"a:1:{i:0;s:9:""Reggeaton"";}",https://rafatorralbadj.wixsite.com/torralbadj,,,,,,Completo,0,676
9397,2022-03-28,Adolfo Velayos,Adolfo Velayos,Madrid,DJ,a:0:{},125,50,,,,,,,,,,,,,"a:6:{i:0;s:5:""Dance"";i:1;s:5:""Disco"";i:2;s:5:""Funky"";i:3;s:9:""Reggeaton"";i:4;s:4:""Rock"";i:5;s:4:""Soul"";}",https://youtu.be/rdZ79n7YZig,https://youtu.be/mQba87qe1LQ,https://youtu.be/jiEW7zRMN8s,,,"Dance, pop, funky, reggaeton, electrónica, soul, rock",Completo,0,678
9420,2022-03-28,Cristian Carmona,Cristian Carmona,Alicante,DJ,a:0:{},300,50,,,,,,,,,,,,,"a:2:{i:0;s:3:""EDM"";i:1;s:9:""Reggeaton"";}",https://youtu.be/ziwJo60mzjA,,,,,,Completo,0,681
9421,2022-03-28,Kilometro cero,Kilometro cero,Vizcaya,Músico,"a:2:{i:0;s:5:""Trío"";i:1;s:18:""Banda con batería"";}",,,,,,,250,100,,,,,350,200,"a:6:{i:0;s:7:""Country"";i:1;s:4:""Folk"";i:2;s:3:""Pop"";i:3;s:4:""Rock"";i:4;s:10:""Romántica"";i:5;s:4:""Soul"";}",https://youtu.be/9DDOLFKvotw,,,,,,Completo,0,680
9425,2022-03-29,T0NJOSE Dj,T0NJOSE Dj,Sevilla,DJ,a:0:{},100,50,,,,,,,,,,,,,"a:29:{i:0;s:8:""A capela"";i:1;s:9:""Acústico"";i:2;s:11:""Alternativa"";i:3;s:7:""Bachata"";i:4;s:5:""Blues"";i:5;s:10:""Bossa Nova"";i:6;s:7:""Cabaré"";i:7;s:7:""Comedia"";i:8;s:4:""Coro"";i:9;s:9:""Chill out"";i:10;s:8:""Clásica"";i:11;s:7:""Country"";i:12;s:5:""Dance"";i:13;s:10:""Deep House"";i:14;s:5:""Disco"";i:15;s:12:""Drum 'n bass"";i:16;s:7:""Dubstep"";i:17;s:3:""EDM"";i:18;s:11:""Electronica"";i:19;s:13:""Fingerpicking"";i:20;s:13:""Flamenco puro"";i:21;s:11:""Flamenquito"";i:22;s:9:""Hard Rock"";i:23;s:6:""HipHop"";i:24;s:6:""Latina"";i:25;s:3:""Pop"";i:26;s:9:""Reggeaton"";i:27;s:4:""Trap"";i:28;s:5:""Otros"";}",https://youtube.com/channel/UCg9ZlRJDPsELfXS61MU5jew,,,,,,Completo,0,0
9426,2022-03-29,Dj Carlos D'lamega,Dj Carlos D'lamega,Málaga,DJ,a:0:{},600,50,,,,,,,,,,,,,"a:4:{i:0;s:5:""Dance"";i:1;s:11:""Flamenquito"";i:2;s:6:""Latina"";i:3;s:3:""Pop"";}",,,,,,,Completo,0,685
9445,2022-03-29,Dj portos,Dj portos,Sevilla,DJ,a:0:{},600,80,,,,,,,,,,,,,"a:10:{i:0;s:7:""Bachata"";i:1;s:9:""Chill out"";i:2;s:5:""Dance"";i:3;s:5:""Disco"";i:4;s:11:""Electronica"";i:5;s:11:""Flamenquito"";i:6;s:5:""House"";i:7;s:9:""Reggeaton"";i:8;s:5:""Rumba"";i:9;s:5:""Salsa"";}",,,,,,,Completo,0,687
9457,2022-03-29,Dj kazteyano,Dj kazteyano,Barcelona,DJ,a:0:{},500,100,,,,,,,,,,,,,"a:7:{i:0;s:10:""Bossa Nova"";i:1;s:11:""Electronica"";i:2;s:6:""HipHop"";i:3;s:6:""Latina"";i:4;s:6:""Reggae"";i:5;s:9:""Reggeaton"";i:6;s:5:""Salsa"";}",https://www.youtube.com/watch?v=JotxSpzSbxI,https://www.youtube.com/watch?v=0ZUI4YktrC4,,,,,Completo,0,166
